/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_022.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_022.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_022.jpg,0,0,0,2.827296E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_094.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_094.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_094.jpg,0,0,0,1.513438E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_163.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_163.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_163.jpg,0,0,0,2.308959E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_236.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_236.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_236.jpg,0,0,0,3.171907E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_307.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_307.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_307.jpg,0,0,0,3.902545E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_377.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_377.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_377.jpg,0,0,0,4.500658E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_444.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_444.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_444.jpg,0,0,0,5.431323E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_512.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_512.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_512.jpg,0,0,0,1.05907E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_582.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_582.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_582.jpg,0,0,0,1.682444E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_650.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_650.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_650.jpg,0,0,0,1.484045E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_717.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_717.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_717.jpg,0,0,0,5.557539E-06
/home/workspace/CarND-Behavioral-Cloning-P3/IMG/center_2021_05_01_04_29_51_786.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/left_2021_05_01_04_29_51_786.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/IMG/right_2021_05_01_04_29_51_786.jpg,0,0,0,2.043288E-06
